##########################################################################################
### CosmicWatch: The Desktop Muon Detector
### Questions? saxani@mit.edu
### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
##########################################################################################
Device ID: Swarm Of Rats
724 168645491 430 101.41 127661 22.19
725 168743161 371 73.82 127756 22.19
726 168843102 423 97.36 127860 22.19
727 169109260 423 97.36 128054 22.19
728 169389980 433 104.37 128247 22.19
729 169390841 433 104.37 128267 22.19
730 169427099 103 22.23 128303 22.40
731 169489033 63 17.91 128361 22.29
732 169982936 83 20.46 128729 22.40
733 170000417 423 97.36 128763 22.51
734 170001347 312 55.68 128790 22.51
735 170047818 423 97.36 128829 22.51
736 170122352 224 38.29 128904 22.40
737 170151904 696 307.73 128944 22.29
738 170313773 275 47.73 129070 22.51
739 170484983 326 59.13 129227 22.51
740 170756073 705 364.03 129401 22.29
741 170820621 327 59.28 129449 22.51
742 170863649 444 109.09 129498 22.51
743 171025520 124 23.92 129611 22.51
744 171178140 448 112.41 129732 22.51
745 171328650 582 193.83 129879 22.51
746 171412017 63 17.91 129964 22.51
747 171668333 71 19.06 130167 22.51
748 171712581 387 81.05 130217 22.51
749 171904637 430 101.41 130372 22.51
750 172027722 608 202.86 130458 22.51
751 172188603 339 62.98 130583 22.51
752 172452546 78 19.92 130768 22.51
753 172620078 412 92.93 130912 22.51
754 173940173 560 175.34 131812 22.51
755 174428024 688 328.69 132186 22.51
756 174866387 97 21.75 132477 22.51
757 175115004 62 17.75 132686 22.51
758 175280166 561 174.17 132817 22.51
759 175330838 99 21.91 132861 22.51
760 175676941 56 16.76 133113 22.51
761 175987096 252 43.42 133358 22.72
762 175997465 440 109.25 133379 22.51
763 176384522 79 20.03 133690 22.51
